Type,Path,Artifacts,Size (bytes),Size
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
python,C:\Users\mengu\PycharmProjects\scythe\.venv\Lib\site-packages\pkg_resources\tests\data\my-test-package-source,1,356,356.00 B
node,C:\Users\mengu\PycharmProjects\scythe\test-project,0,0,0.00 B
node,C:\Users\mengu\PycharmProjects\scythe\test-project,0,0,0.00 B
node,C:\Users\mengu\PycharmProjects\scythe\test-project,0,0,0.00 B